t01_smooth_or_features_a01_smooth_count,t01_smooth_or_features_a01_smooth_weight,t01_smooth_or_features_a01_smooth_fraction,t01_smooth_or_features_a01_smooth_weighted_fraction,t01_smooth_or_features_a01_smooth_debiased,t01_smooth_or_features_a02_features_or_disk_count,t01_smooth_or_features_a02_features_or_disk_weight,t01_smooth_or_features_a02_features_or_disk_fraction,t01_smooth_or_features_a02_features_or_disk_weighted_fraction,t01_smooth_or_features_a02_features_or_disk_debiased,target
0,0,0,0,0,44,44,0.978,0.978,0.9858287,1
0,0,0,0,0,50,50,1,1,1,1
13,13,0.271,0.271,0.081103414,35,35,0.729,0.729,0.9188116,1
22,22,0.393,0.394,0.16359442,33,33,0.589,0.591,0.8999429,1
1,1,0.02,0.02,0.02,49,48.306,0.961,0.979,0.979,1
5,5,0.1,0.1,0.064206615,45,45,0.9,0.9,0.9467416,1
15,15,0.375,0.383,0.13324712,25,24.202,0.625,0.617,0.88554597,1
7,7,0.167,0.175,0.07973282,33,33,0.786,0.824,0.8792593,1
2,2,0.053,0.053,0.013930956,36,36,0.947,0.947,0.99180746,1
17,16.396,0.472,0.476,0.35283145,18,18,0.5,0.523,0.8454726,1
2,2,0.051,0.051,0.026298454,37,37,0.949,0.949,0.9779684,1
23,23,0.523,0.523,0.2186188,20,20,0.455,0.455,0.8419763,1
9,8.123,0.214,0.198,0.2444685,33,33,0.786,0.802,0.94913876,1
1,1,0.025,0.026,0.008015416,37,37,0.925,0.948,0.98113817,1
0,0,0,0,0,41,41,1,1,1,1
2,2,0.044,0.044,0.07336388,43,43,0.956,0.956,0.97376806,1
1,1,0.026,0.026,0.030671807,38,38,0.974,0.974,0.9759445,1
16,15.306,0.432,0.446,0.2819764,19,19,0.514,0.553,0.86770535,1
2,2,0.061,0.062,0.056214765,30,30,0.909,0.932,0.97953194,1
5,5,0.098,0.098,0.03416085,46,46,0.902,0.902,0.982359,1
5,5,0.179,0.179,0.044424456,23,23,0.821,0.821,0.90833116,1
7,7,0.189,0.189,0.062860206,28,28,0.757,0.757,0.96095455,1
0,0,0,0,0,42,42,1,1,1,1
2,1.13,0.038,0.024,0.023759767,44,44,0.846,0.943,0.9632594,1
2,2,0.051,0.051,0.027413549,36,36,0.923,0.923,0.9815585,1
7,7,0.189,0.189,0.12509046,29,29,0.784,0.784,0.9442287,1
1,1,0.026,0.027,0.009973215,36,36,0.923,0.967,0.9948071,1
1,1,0.024,0.025,0.017367078,39,38.707,0.951,0.951,0.95004994,1
1,1,0.023,0.023,0.02222033,41,41,0.932,0.957,0.9809793,1
15,14.103,0.319,0.306,0.10164638,32,32,0.681,0.694,0.86770463,1
9,9,0.257,0.257,0.12253239,25,25,0.714,0.714,0.93539107,1
7,7,0.175,0.175,0.21709302,33,33,0.825,0.825,0.825,1
4,4,0.121,0.121,0.077315636,28,28,0.848,0.848,0.9453835,1
3,3,0.062,0.064,0.13165537,44,44,0.917,0.936,0.936,1
1,1,0.023,0.023,0.029926663,42,42,0.955,0.955,0.95404595,1
5,5,0.147,0.147,0.14775127,29,29,0.853,0.853,0.9394123,1
14,14,0.292,0.293,0.09619464,32,32,0.667,0.669,0.89809376,1
3,3,0.094,0.096,0.045118995,27,26.13,0.844,0.839,0.93011165,1
15,15,0.375,0.382,0.19796894,23,23,0.575,0.586,0.8239222,1
14,12.697,0.333,0.312,0.1297395,28,28,0.667,0.688,0.8940503,1
13,13,0.342,0.342,0.12366272,25,25,0.658,0.658,0.85747665,1
12,12,0.343,0.35,0.14503635,21,21,0.6,0.612,0.8361527,1
13,13,0.295,0.295,0.18880774,31,31,0.705,0.705,0.9647022,1
2,2,0.056,0.057,0.050732993,32,32,0.889,0.914,0.9238374,1
0,0,0,0,0,35,34.076,0.972,1,1,1
8,8,0.182,0.182,0.18289179,36,36,0.818,0.818,0.9231326,1
9,8.073,0.22,0.212,0.09778259,29,29,0.707,0.76,0.94804907,1
6,5.591,0.158,0.149,0.08350318,32,32,0.842,0.851,0.9713697,1
2,2,0.054,0.055,0.014819829,33,33,0.892,0.913,0.9775842,1
1,1,0.019,0.019,0.017157048,52,52,0.981,0.981,0.99011487,1
9,9,0.214,0.214,0.062586956,33,33,0.786,0.786,0.8734121,1
9,9,0.25,0.256,0.16194579,25,25,0.694,0.71,0.91701394,1
11,10.306,0.224,0.218,0.09873033,36,36,0.735,0.761,0.9105519,1
5,5,0.152,0.152,0.07579175,28,28,0.848,0.848,0.9776632,1
1,1,0.02,0.021,0.020781856,47,47,0.959,0.979,0.9933515,1
20,20,0.417,0.417,0.16953693,28,28,0.583,0.583,0.9558163,1
16,16,0.4,0.406,0.2765741,23,22.449,0.575,0.569,0.9269123,1
6,6,0.158,0.158,0.058723822,31,31,0.816,0.816,0.91847575,1
35,35,0.745,0.745,0.464729,11,11,0.234,0.234,0.8156637,1
17,17,0.447,0.447,0.19404201,21,21,0.553,0.553,0.8053857,1
13,13,0.419,0.419,0.18074532,17,17,0.548,0.548,0.8467459,1
3,2.255,0.071,0.056,0.01948137,36,36,0.857,0.896,0.9255021,1
0,0,0,0,0,41,41,0.976,0.976,0.9678503,1
3,3,0.075,0.075,0.019684942,37,37,0.925,0.925,0.9833982,1
0,0,0,0,0,34,34,1,1,1,1
1,1,0.02,0.02,0.02,50,50,0.98,0.98,0.98,1
1,1,0.022,0.022,0.013310872,44,44,0.978,0.978,0.9955418,1
16,16,0.381,0.381,0.22379704,24,24,0.571,0.571,0.87763304,1
7,7,0.206,0.206,0.121220194,25,25,0.735,0.735,0.93091327,1
6,6,0.158,0.158,0.07114135,32,32,0.842,0.842,0.89248127,1
9,9,0.2,0.204,0.118388146,34,34,0.756,0.772,0.9075236,1
14,14,0.311,0.311,0.21576647,31,31,0.689,0.689,0.8789536,1
5,5,0.116,0.119,0.074434645,38,37.073,0.884,0.881,0.95100784,1
8,8,0.216,0.216,0.112123564,28,28,0.757,0.757,0.94380057,1
1,1,0.023,0.023,0.020760333,43,43,0.977,0.977,0.99393624,1
9,9,0.2,0.206,0.091705225,35,34.573,0.778,0.793,0.9281436,1
2,2,0.048,0.048,0.03975324,40,40,0.952,0.952,0.9796803,1
12,12,0.211,0.213,0.077799365,43,43,0.754,0.764,0.8766704,1
7,7,0.2,0.2,0.20322365,28,27.958,0.8,0.8,0.9336556,1
7,7,0.226,0.226,0.12490403,21,21,0.677,0.677,0.8932487,1
4,4,0.083,0.087,0.050318453,42,42,0.875,0.909,0.9896782,1
5,4.176,0.139,0.119,0.035286047,31,31,0.861,0.881,0.97811145,1
7,7,0.135,0.135,0.041648682,43,43,0.827,0.827,0.89258504,1
15,14.637,0.294,0.295,0.11956281,35,35,0.686,0.705,0.85997355,1
6,6,0.162,0.166,0.065987885,30,30,0.811,0.829,0.9719558,1
16,16,0.32,0.325,0.15105806,32,32,0.64,0.65,0.9382851,1
1,1,0.033,0.034,0.009440983,26,26,0.867,0.894,0.9703192,1
4,4,0.108,0.112,0.04475011,32,31.75,0.865,0.887,0.97266626,1
12,12,0.255,0.255,0.12690514,35,35,0.745,0.745,0.86794263,1
6,6,0.146,0.15,0.15033017,35,34.08,0.854,0.85,0.88194144,1
8,8,0.186,0.189,0.13462028,33,33,0.767,0.781,0.8860152,1
7,7,0.143,0.146,0.056519713,41,41,0.837,0.853,0.928654,1
1,1,0.034,0.034,0.044095647,28,28,0.966,0.966,0.99241835,1
2,2,0.091,0.091,0.017750526,20,20,0.909,0.909,0.97569853,1
17,17,0.293,0.298,0.1970244,40,40,0.69,0.701,0.9468036,1
1,1,0.025,0.025,0.014188987,39,38.696,0.975,0.975,0.975,1
6,6,0.162,0.171,0.09709722,27,27,0.73,0.769,0.871588,1
6,6,0.136,0.141,0.07249876,35,35,0.795,0.82,0.9054567,1
9,8.062,0.257,0.242,0.16227081,24,24,0.686,0.721,0.88532704,1
9,8.892,0.176,0.175,0.14872932,41,41,0.804,0.806,0.90100473,1
20,20,0.465,0.481,0.1916914,20,19.08,0.465,0.459,0.89483273,1
2,2,0.042,0.042,0.03809397,43,43,0.896,0.896,0.93964833,1
10,10,0.244,0.249,0.124029905,31,30.205,0.756,0.751,0.91460323,1
20,20,0.541,0.541,0.3193126,15,15,0.405,0.405,0.8355327,1
9,9,0.25,0.25,0.10549138,27,27,0.75,0.75,0.9564517,1
3,3,0.079,0.079,0.024215681,34,34,0.895,0.895,0.96070063000000006,1
0,0,0,0,0,33,33,1,1,1,1
1,1,0.022,0.022,0.004138686,43,43,0.935,0.935,0.96101743,1
2,2,0.053,0.053,0.022332858,36,36,0.947,0.947,0.9653155,1
0,0,0,0,0,28,28,1,1,1,1
7,7,0.241,0.256,0.24176726,19,19,0.655,0.694,0.8349675,1
3,2.343,0.081,0.064,0.053428583,33,33,0.892,0.908,0.9482808,1
3,3,0.068,0.07,0.03769161,40,40,0.909,0.93,0.98748785,1
23,23,0.575,0.575,0.39177927,16,16,0.4,0.4,0.82633376,1
13,13,0.361,0.361,0.19458735,20,20,0.556,0.556,0.8752177,1
5,5,0.135,0.14,0.08903839,31,30.609,0.838,0.859,0.9685746,1
9,9,0.205,0.207,0.13715377,34,34,0.773,0.783,0.94629586,1
4,4,0.095,0.095,0.03273909,38,38,0.905,0.905,0.9561081,1
4,4,0.167,0.173,0.13958313,18,18,0.75,0.78,0.84557414,1
6,6,0.15,0.152,0.044146467,33,32.591,0.825,0.823,0.96206945,1
3,3,0.088,0.088,0.0422796,31,31,0.912,0.912,0.98785037,1
5,5,0.132,0.135,0.035311326,32,32,0.842,0.864,0.88924205,1
0,0,0,0,0,41,41,1,1,1,1
8,8,0.186,0.186,0.11230901,35,35,0.814,0.814,0.9563682,1
11,11,0.229,0.229,0.104538865,36,36,0.75,0.75,0.90634096,1
31,31,0.689,0.689,0.40329653,13,13,0.289,0.289,0.8426441,1
3,3,0.079,0.079,0.047231186,35,35,0.921,0.921,0.98889965,1
0,0,0,0,0,41,41,1,1,1,1
23,23,0.575,0.589,0.3531296,16,16,0.4,0.41,0.85073084,1
13,13,0.394,0.394,0.13383996,20,20,0.606,0.606,0.94419837,1
0,0,0,0,0,30,29.158,0.968,0.967,0.967,1
9,9,0.209,0.209,0.13832372,33,33,0.767,0.767,0.92666614,1
21,21,0.5,0.5,0.35742608,21,21,0.5,0.5,0.91958904,1
2,2,0.042,0.042,0.025980487,46,46,0.958,0.958,0.9875808,1
11,11,0.229,0.232,0.07734735,35,35,0.729,0.737,0.94151926,1
5,5,0.1,0.1,0.05634605,44,44,0.88,0.88,0.88,1
0,0,0,0,0,44,44,1,1,1,1
7,7,0.226,0.226,0.075293325,24,24,0.774,0.774,0.9788297,1
3,3,0.077,0.081,0.041987874,33,33,0.846,0.886,0.9618322,1
4,4,0.095,0.095,0.055168662,38,38,0.905,0.905,0.99090445,1
3,3,0.1,0.103,0.103,26,26,0.867,0.895,0.895,1
11,11,0.344,0.346,0.11584462,21,20.772,0.656,0.654,0.900775,1
7,7,0.149,0.149,0.076008305,39,39,0.83,0.83,0.96538824,1
4,4,0.121,0.121,0.048385195,28,28,0.848,0.848,0.97269154,1
13,13,0.351,0.351,0.26453876,23,23,0.622,0.622,0.8922784,1
6,6,0.15,0.15,0.0651264,33,33,0.825,0.825,0.9387039,1
10,10,0.25,0.25,0.13973701,30,30,0.75,0.75,0.9411094,1
2,2,0.044,0.044,0.043553565,43,43,0.956,0.956,0.9858426,1
4,4,0.105,0.105,0.09524482,34,34,0.895,0.895,0.9368253,1
23,23,0.442,0.442,0.29870287,29,29,0.558,0.558,0.824135,1
4,4,0.125,0.129,0.049448226,27,27,0.844,0.871,0.93236166,1
1,1,0.026,0.026,0.021854587,38,38,0.974,0.974,0.97960776,1
0,0,0,0,0,43,43,0.956,0.956,0.956,1
14,14,0.368,0.368,0.12999721,24,24,0.632,0.632,0.8324001,1
0,0,0,0,0,39,39,0.975,0.999,0.9993816,1
23,23,0.377,0.39,0.24628292,36,36,0.59,0.61,0.80302453,1
2,2,0.053,0.054,0.03301317,36,35.268,0.947,0.946,0.9829614,1
4,3.176,0.098,0.079,0.07943611,37,37,0.902,0.921,0.9688968,1
13,12.08,0.382,0.374,0.37150645,21,20.188,0.618,0.626,0.842876,1
11,11,0.268,0.277,0.0852259,28,28,0.683,0.705,0.84767854,1
1,1,0.027,0.027,0.016781922,35,35,0.946,0.946,0.96837443,1
7,7,0.146,0.146,0.1156786,41,41,0.854,0.854,0.91050464,1
1,1,0.026,0.027,0.012328938,37,36.058,0.974,0.973,0.99441105,1
0,0,0,0,0,49,49,0.98,0.999,0.9990506,1
12,12,0.3,0.3,0.099081255,28,28,0.7,0.7,0.87093204,1
7,7,0.233,0.258,0.12679496,21,19.715,0.7,0.727,0.8903227,1
5,5,0.111,0.115,0.09256028,39,38.573,0.867,0.884,0.9477354,1
0,0,0,0,0,43,43,1,1,1,1
5,5,0.109,0.109,0.052182123,39,39,0.848,0.848,0.848,1
4,4,0.082,0.082,0.035619143,44,44,0.898,0.898,0.9289633,1
1,1,0.025,0.026,0.0075572673,38,38,0.95,0.974,0.9980471,1
0,0,0,0,0,41,41,0.953,0.964,0.98846984,1
13,13,0.325,0.338,0.23881729,23,23,0.575,0.597,0.81161344,1
1,1,0.026,0.028,0.025309095,36,34.233,0.947,0.971,0.98475474,1
1,1,0.022,0.023,0.020273983,43,42.243,0.935,0.962,0.962,1
5,5,0.2,0.2,0.14863946,20,20,0.8,0.8,0.96660405,1
3,3,0.088,0.088,0.088,29,29,0.853,0.853,0.853,1
0,0,0,0,0,37,37,0.974,1,1,1
7,7,0.152,0.152,0.0909475,38,38,0.826,0.826,0.9550788,1
12,12,0.24,0.245,0.07558624,36,36,0.72,0.735,0.9254026,1
3,3,0.073,0.073,0.036253165,38,38,0.927,0.927,0.96675295000000006,1
18,18,0.3,0.31,0.16108534,40,40,0.667,0.689,0.8869015,1
1,1,0.026,0.027,0.007413069,36,36,0.947,0.972,0.98277307,1
0,0,0,0,0,33,33,0.971,0.999,0.999,1
10,10,0.244,0.244,0.06486552,30,30,0.732,0.732,0.89345455,1
6,6,0.162,0.166,0.048665628,30,30,0.811,0.832,0.9344349,1
27,27,0.562,0.573,0.31892806,21,20.15,0.438,0.427,0.8435888,1
6,6,0.154,0.158,0.0719712,32,32,0.821,0.841,0.945559,1
2,2,0.049,0.051,0.028891755,39,37.407,0.951,0.949,0.9777474,1
0,0,0,0,0,40,39.6,0.952,0.988,0.9896268,1
16,16,0.41,0.418,0.18001026,21,21,0.538,0.549,0.8467154,1
14,14,0.35,0.35,0.15817857,26,26,0.65,0.65,0.93075323,1
3,3,0.086,0.086,0.041920446,30,30,0.857,0.857,0.9075032,1
5,4.06,0.147,0.126,0.126,28,28,0.824,0.872,0.872,1
11,11,0.268,0.277,0.16188902,29,28.707,0.707,0.723,0.8574725,1
6,6,0.188,0.188,0.05422961,26,26,0.812,0.812,0.95401025,1
18,18,0.462,0.473,0.25658873,18,18,0.462,0.473,0.87340575,1
10,10,0.217,0.224,0.0934944,34,34,0.739,0.762,0.95718676,1
1,1,0.021,0.021,0.0077946163,46,46,0.958,0.958,0.9895117,1
0,0,0,0,0,38,38,1,1,1,1
17,17,0.472,0.485,0.25262466,16,16,0.444,0.456,0.83188874,1
1,0.182,0.03,0.006,0.003081535,31,31,0.939,0.963,0.98315454,1
20,20,0.541,0.541,0.25172326,17,17,0.459,0.459,0.9292182,1
14,13.842,0.412,0.409,0.19324374,18,18,0.529,0.532,0.86123437,1
32,32,0.667,0.667,0.4201493,16,16,0.333,0.333,0.8300553,1
0,0,0,0,0,37,37,0.974,0.974,0.9911269,1
1,1,0.021,0.021,0.0070568775,46,45.477,0.958,0.958,0.9690087,1
11,11,0.306,0.306,0.14017126,24,24,0.667,0.667,0.9408213,1
0,0,0,0,0,42,42,1,1,1,1
16,16,0.39,0.4,0.23501359,23,23,0.561,0.575,0.89809793,1
2,2,0.05,0.05,0.045252938,38,38,0.95,0.95,0.9865441,1
1,1,0.029,0.029,0.02624131,33,33,0.943,0.943,0.9751959,1
11,11,0.262,0.262,0.16490822,31,31,0.738,0.738,0.9698915,1
18,18,0.419,0.436,0.29280487,21,21,0.488,0.508,0.84630704,1
0,0,0,0,0,40,40,1,1,1,1
7,7,0.163,0.163,0.06966484,35,35,0.814,0.814,0.96933687,1
12,12,0.364,0.375,0.1784741,20,20,0.606,0.624,0.941585,1
0,0,0,0,0,43,43,0.956,0.991,0.991,1
12,12,0.333,0.333,0.14285581,23,23,0.639,0.639,0.84128237,1
12,10.802,0.255,0.236,0.06369331,35,35,0.745,0.764,0.95320976,1
2,2,0.054,0.055,0.031261057,34,34,0.919,0.943,0.9880887,1
0,0,0,0,0,36,36,1,1,1,1
1,0.656,0.027,0.018,0.008316458,36,35.806,0.973,0.982,0.99766904,1
3,3,0.068,0.068,0.017327478,40,40,0.909,0.909,0.9729799,1
22,22,0.431,0.437,0.18777941,29,28.389,0.569,0.563,0.81166244,1
1,1,0.029,0.029,0.01634129,34,34,0.971,0.971,0.9973952,1
12,12,0.245,0.245,0.14446774,37,37,0.755,0.755,0.9482029,1
7,7,0.159,0.162,0.16489166,36,36,0.818,0.834,0.9454127,1
8,8,0.2,0.2,0.10438117,32,32,0.8,0.8,0.9197328,1
1,1,0.021,0.022,0.010190435,45,44.095,0.957,0.976,0.99597454,1
2,2,0.054,0.054,0.077009246,34,34,0.919,0.919,0.919,1
9,9,0.25,0.25,0.15580632,27,27,0.75,0.75,0.93759984,1
2,1.035,0.045,0.024,0.011841035,42,42,0.955,0.976,0.99540496,1
1,1,0.024,0.024,0.024,40,40,0.952,0.952,0.952,1
25,25,0.463,0.467,0.20536283,28,28,0.519,0.523,0.9367801,1
20,20,0.556,0.556,0.27062574,16,16,0.444,0.444,0.8388426,1
2,2,0.041,0.042,0.04219878,46,46,0.939,0.958,0.9831045,1
1,1,0.026,0.027,0.027,37,36.296,0.974,0.973,0.973,1
1,1,0.031,0.031,0.011191894,31,31,0.969,0.969,0.99564916,1
14,14,0.264,0.269,0.13210526,38,38,0.717,0.729,0.89814645,1
16,16,0.485,0.494,0.32971925,16,16,0.485,0.494,0.88509274,1
13,13,0.31,0.319,0.14464048,28,26.752,0.667,0.656,0.9294441,1
7,7,0.241,0.241,0.18372941,21,21,0.724,0.724,0.9299968,1
0,0,0,0,0,32,32,1,1,1,1
7,7,0.2,0.2,0.09259134,28,28,0.8,0.8,0.8616962,1
10,10,0.233,0.233,0.058624726,32,32,0.744,0.746,0.9131262,1
10,10,0.37,0.37,0.14413024,16,16,0.593,0.593,0.9384553,1
5,5,0.116,0.116,0.041978132,38,38,0.884,0.884,0.96745104,1
15,15,0.395,0.395,0.15985735,22,22,0.579,0.579,0.94857293,1
13,13,0.342,0.342,0.1540209,25,25,0.658,0.658,0.81472135,1
10,10,0.256,0.256,0.25983313,29,29,0.744,0.744,0.9109117,1
5,5,0.156,0.156,0.1428028,27,27,0.844,0.844,0.9130099,1
2,2,0.062,0.064,0.034462262,28,28,0.875,0.902,0.902,1
0,0,0,0,0,39,39,1,1,1,1
4,4,0.108,0.111,0.12846592,31,31,0.838,0.863,0.8844468,1
15,14.343,0.306,0.297,0.10697613,32,32,0.653,0.662,0.86304355,1
17,17,0.415,0.415,0.25490043,24,24,0.585,0.585,0.819117,1
11,11,0.333,0.333,0.1288639,22,22,0.667,0.667,0.928855,1
6,5.099,0.176,0.154,0.12050636,28,28,0.824,0.846,0.94798887,1
8,8,0.25,0.25,0.110111386,24,24,0.75,0.75,0.93253505,1
7,7,0.189,0.189,0.21470721,30,30,0.811,0.811,0.8818647,1
5,5,0.161,0.163,0.26962203,26,25.707,0.839,0.837,0.8256765,1
10,9.818,0.196,0.197,0.25524822,40,40,0.784,0.802,0.81806827,1
21,21,0.477,0.477,0.19534758,22,22,0.5,0.5,0.85169196,1
29,29,0.58,0.58,0.4083173,21,21,0.42,0.42,0.8617117,1
6,6,0.171,0.171,0.12591459,29,29,0.829,0.829,0.9722834,1
1,1,0.025,0.025,0.025,38,38,0.95,0.966,0.966,1
4,4,0.095,0.095,0.024773883,37,37,0.881,0.881,0.96489155,1
14,14,0.389,0.403,0.17005174,21,20.707,0.583,0.596,0.8048161,1
0,0,0,0,0,30,30,1,1,1,1
3,3,0.071,0.075,0.06349803,38,37.15,0.905,0.925,0.938189,1
4,4,0.125,0.125,0.049008112,27,27,0.844,0.844,0.97146255,1
2,2,0.054,0.055,0.033495266,34,34,0.919,0.943,0.9770906,1
8,8,0.2,0.2,0.21118584,32,32,0.8,0.8,0.8274377,1
2,2,0.042,0.042,0.042752393,45,45,0.938,0.938,0.9723267,1
2,2,0.062,0.062,0.03224976,30,30,0.938,0.938,0.9721229,1
0,0,0,0,0,32,32,1,1,1,1
3,3,0.083,0.083,0.059452493,33,33,0.917,0.917,0.9876458,1
0,0,0,0,0,33,33,1,1,1,1
0,0,0,0,0,44,43.795,0.978,0.98,0.9924135,1
14,14,0.326,0.326,0.21275802,28,28,0.651,0.651,0.9460538,1
5,5,0.152,0.156,0.17820495,27,27,0.818,0.844,0.90395683,1
1,0.591,0.017,0.01,0.005983758,57,57,0.95,0.973,0.98636615,1
15,15,0.312,0.319,0.16210769,32,32,0.667,0.681,0.87624854,1
17,17,0.347,0.347,0.10336686,32,32,0.653,0.653,0.881883,1
4,4,0.082,0.082,0.020767665,45,45,0.918,0.918,0.9792092,1
19,19,0.475,0.517,0.33624318,17,17,0.425,0.462,0.8606966,1
0,0,0,0,0,47,47,1,1,1,1
9,9,0.196,0.196,0.14547987,37,37,0.804,0.804,0.9674077,1
3,3,0.071,0.073,0.039329693,38,37.024,0.905,0.902,0.9029029,1
6,6,0.154,0.156,0.10125492,33,32.383,0.846,0.844,0.9466172,1
13,13,0.464,0.464,0.34587872,15,15,0.536,0.536,0.84858334,1
10,10,0.263,0.263,0.16498575,28,28,0.737,0.737,0.9334899,1
18,18,0.45,0.45,0.331268,22,22,0.55,0.55,0.85853237,1
0,0,0,0,0,41,41,0.976,0.998,0.99886316,1
0,0,0,0,0,33,33,1,1,1,1
12,12,0.364,0.381,0.19966152,19,18.477,0.576,0.587,0.8048963,1
16,16,0.356,0.356,0.12566775,29,29,0.644,0.644,0.9150993,1
14,14,0.452,0.497,0.19796045,14,14,0.452,0.497,0.8249748,1
5,5,0.109,0.111,0.053180315,40,40,0.87,0.889,0.9753347,1
1,1,0.026,0.026,0.043069113,37,37,0.949,0.949,0.97232103,1
2,2,0.043,0.044,0.01869462,44,43.656,0.957,0.956,0.99370289999999994,1
4,4,0.105,0.105,0.061511677,32,32,0.842,0.842,0.842,1
7,7,0.179,0.179,0.09070268,32,32,0.821,0.821,0.97296107,1
1,1,0.034,0.034,0.034,28,28,0.966,0.966,0.966,1
24,24,0.686,0.705,0.39986122,10,10,0.286,0.294,0.8476498,1
6,6,0.122,0.123,0.123,41,41,0.837,0.842,0.842,1
2,2,0.053,0.053,0.024925057,35,35,0.921,0.921,0.97015184,1
0,0,0,0,0,33,33,1,1,1,1
16,15.842,0.356,0.353,0.20674048,29,29,0.644,0.647,0.80757993,1
16,16,0.372,0.372,0.13070408,26,26,0.605,0.605,0.87493956,1
0,0,0,0,0,26,26,0.929,0.991,0.99494076,1
32,32,0.681,0.681,0.38379672,15,15,0.319,0.319,0.87348366,1
9,9,0.257,0.259,0.09633822,25,24.696,0.714,0.712,0.8887951,1
3,3,0.081,0.081,0.044100665,33,33,0.892,0.892,0.9415522,1
7,7,0.159,0.159,0.06465105,36,36,0.818,0.818,0.92321783,1
10,10,0.278,0.278,0.12698977,25,25,0.694,0.694,0.85666096,1
4,4,0.091,0.091,0.12274874,40,40,0.909,0.909,0.91718316,1
6,6,0.143,0.143,0.104367584,36,36,0.857,0.857,0.9774597,1
0,0,0,0,0,39,39,0.951,0.998,0.9996587,1
1,1,0.024,0.024,0.011333657,41,41,0.976,0.976,0.9914889,1
5,5,0.106,0.109,0.109,42,40.777,0.894,0.891,0.891,1
18,18,0.474,0.474,0.2621357,20,20,0.526,0.526,0.8704172,1
10,10,0.312,0.312,0.15775295,22,22,0.688,0.688,0.87972087,1
8,8,0.195,0.195,0.08459458,30,30,0.732,0.732,0.9387402,1
28,28,0.757,0.757,0.4706563,9,9,0.243,0.243,0.8324105,1
27,27,0.562,0.574,0.2826621,20,20,0.417,0.425,0.91605765,1
11,11,0.306,0.306,0.16551675,25,25,0.694,0.694,0.91801697,1
5,4.117,0.156,0.132,0.053434614,27,27,0.844,0.868,0.9680489,1
1,1,0.033,0.035,0.00856254,28,27.515,0.933,0.962,0.99617624,1
27,27,0.574,0.583,0.32756725,18,18,0.383,0.388,0.80582917,1
7,7,0.167,0.167,0.082724415,35,35,0.833,0.833,0.96097916,1
4,4,0.103,0.103,0.07101006,34,33.707,0.872,0.871,0.93791664,1
1,1,0.043,0.043,0.010912379,21,21,0.913,0.913,0.9710736,1
21,21,0.512,0.549,0.34316257,17,16.185,0.415,0.423,0.8382541,1
6,6,0.122,0.122,0.03153413,43,43,0.878,0.878,0.9007063,1
22,22,0.537,0.548,0.36149174,18,18,0.439,0.448,0.8661487,1
20,19.905,0.714,0.736,0.4390798,7,7,0.25,0.259,0.8212342,1
12,12,0.261,0.267,0.108630136,31,31,0.674,0.689,0.8307207,1
3,3,0.071,0.073,0.035446644,38,38,0.905,0.925,0.97132903,1
1,0.854,0.03,0.027,0.010369735,31,31,0.939,0.973,0.97185886,1
5,5,0.161,0.165,0.063387,25,25,0.806,0.823,0.9208873,1
2,2,0.048,0.049,0.027957695,38,38,0.905,0.926,0.9794334,1
12,12,0.3,0.3,0.22236659,27,27,0.675,0.675,0.81552094,1
8,8,0.178,0.178,0.18094926,37,37,0.822,0.822,0.94201905,1
2,2,0.065,0.065,0.053998176,29,29,0.935,0.935,0.9721974,1
11,10.223,0.224,0.214,0.07103754,37,37,0.755,0.774,0.97533244,1
18,18,0.545,0.545,0.30480242,14,14,0.424,0.424,0.8335419,1
18,18,0.474,0.478,0.4014398,20,19.666,0.526,0.522,0.8501321,1
7,7,0.212,0.212,0.13016902,26,26,0.788,0.788,0.9770156,1
4,4,0.1,0.1,0.12706189,35,35,0.875,0.875,0.875,1
3,3,0.068,0.07,0.043264844,40,40,0.909,0.929,0.9827105,1
2,2,0.061,0.062,0.020916458,30,30,0.909,0.935,0.9707584,1
2,2,0.048,0.05,0.05,39,38.022,0.929,0.949,0.949,1
16,16,0.471,0.485,0.25410712,17,17,0.5,0.515,0.9121909,1
0,0,0,0,0,36,36,1,1,1,1
3,3,0.081,0.083,0.057426468,31,31,0.838,0.861,0.93792564,1
6,6,0.154,0.161,0.045807734,29,29,0.744,0.779,0.92632663,1
15,14.783,0.333,0.338,0.19607204,29,29,0.644,0.662,0.8176792,1
13,12.905,0.351,0.359,0.19334805,20,20,0.541,0.557,0.875543,1
5,4.449,0.111,0.104,0.07839441,39,38.291,0.867,0.894,0.9767031,1
2,2,0.054,0.055,0.05444831,35,34.185,0.946,0.945,0.982164,1
13,13,0.317,0.317,0.09264083,28,28,0.683,0.683,0.88819253,1
11,11,0.367,0.367,0.25234306,19,19,0.633,0.633,0.8330462,1
11,9.701,0.244,0.222,0.3201003,32,32,0.711,0.732,0.82917136,1
11,11,0.256,0.256,0.13183835,32,32,0.744,0.744,0.861901,1
15,15,0.469,0.469,0.3815022,17,17,0.531,0.531,0.8912157,1
6,6,0.2,0.205,0.110822685,23,23,0.767,0.787,0.9206728,1
18,18,0.409,0.409,0.20847371,26,26,0.591,0.591,0.92231995,1
1,1,0.024,0.025,0.012434232,39,39,0.929,0.962,0.98735315,1
2,2,0.044,0.048,0.02964041,40,39.076,0.889,0.928,0.96921325,1
11,11,0.306,0.306,0.13655196,25,25,0.694,0.694,0.87368083,1
1,0.001,0.017,0,0,58,58,0.983,1,1,1
